name,position,overall rating,club,country,defending rating,def_awareness_rating,interceptions,url,comp
Julia Magerl,CB,70,RB Leipzig,Austria,71,73,70,https://www.futbin.com/24/player/6099/julia-magerl,
Jessica May,CB,70,1. FC Nürnberg,Germany,72,76,73,https://www.futbin.com/24/player/6132/jessica-may,
Christin Meyer,ST,70,SV Werder Bremen,Germany,40,30,31,https://www.futbin.com/24/player/6152/christin-meyer,
Kaitlyn Parcell,LB,70,MSV Duisburg,United States,70,67,72,https://www.futbin.com/24/player/6231/kaitlyn-parcell,
Gianna Rackow,CAM,70,RB Leipzig,Germany,39,36,32,https://www.futbin.com/24/player/6279/gianna-rackow,
Josefine Schaller,RB,70,RB Leipzig,Germany,71,75,73,https://www.futbin.com/24/player/6350/josefine-schaller,
Lara Schmidt,CB,70,1. FC Nürnberg,Germany,70,73,70,https://www.futbin.com/24/player/6352/lara-schmidt,
Sophie Weidauer,CAM,70,SV Werder Bremen,Germany,53,46,51,https://www.futbin.com/24/player/6465/sophie-weidauer,
Michelle Weiß,RWB,70,SV Werder Bremen,Germany,68,71,70,https://www.futbin.com/24/player/6466/michelle-wei,
Katja Wienerroither,ST,70,RB Leipzig,Austria,48,30,36,https://www.futbin.com/24/player/6469/katja-wienerroither,
Michelle Weiß,RWB,70,TSG Hoffenheim,Germany,68,71,70,https://www.futbin.com/24/player/28281/michelle-wei,
Lara Schmidt,CB,70,SV Werder Bremen,Germany,70,73,70,https://www.futbin.com/24/player/28883/lara-schmidt,
Rebecca Adamczyk,GK,69,SC Freiburg,Germany,10,7,11,https://www.futbin.com/24/player/6500/rebecca-adamczyk,
Anna Aehling,CB,69,Frankfurt,Germany,68,69,67,https://www.futbin.com/24/player/6502/anna-aehling,
Eve Boettcher,GK,69,RB Leipzig,Germany,13,14,11,https://www.futbin.com/24/player/6597/eve-boettcher,
Laura Dick,GK,69,TSG Hoffenheim,Germany,12,11,12,https://www.futbin.com/24/player/6740/laura-dick,
Annika Enderle,ST,69,SGS Essen,Germany,48,39,46,https://www.futbin.com/24/player/6772/annika-enderle,
Felicitas Fee Kockmann,RB,69,SGS Essen,Germany,67,70,67,https://www.futbin.com/24/player/6792/felicitas-fee-kockmann,
Lara Felix,CM,69,1. FC Nürnberg,Austria,54,41,64,https://www.futbin.com/24/player/6793/lara-felix,
Kim Fellhauer,CB,69,SC Freiburg,Germany,69,67,70,https://www.futbin.com/24/player/6794/kim-fellhauer,
Carlotta Imping,LB,69,1. FC Köln,Germany,68,72,69,https://www.futbin.com/24/player/6917/carlotta-imping,
Julia Kassen,GK,69,SC Freiburg,Germany,10,10,8,https://www.futbin.com/24/player/6942/julia-kassen,
Lisann Kaut,LB,69,TSG Hoffenheim,Germany,67,70,65,https://www.futbin.com/24/player/6948/lisann-kaut,
Victoria Krug,CB,69,RB Leipzig,Germany,70,74,69,https://www.futbin.com/24/player/6973/victoria-krug,
Pia Lucassen,GK,69,SGS Essen,Germany,14,17,14,https://www.futbin.com/24/player/7029/pia-lucassen,
Franziska Mai,CAM,69,1. FC Nürnberg,Germany,53,37,64,https://www.futbin.com/24/player/7043/franziska-mai,
Alina Mailbeck,CDM,69,1. FC Nürnberg,Germany,68,73,68,https://www.futbin.com/24/player/7044/alina-mailbeck,
Natalie Muth,CDM,69,MSV Duisburg,United States,67,71,66,https://www.futbin.com/24/player/7125/natalie-muth,
Rebekka Salfelder,LM,69,1. FC Nürnberg,Germany,51,43,40,https://www.futbin.com/24/player/7311/rebekka-salfelder,
Carlotta Wamser,ST,69,Frankfurt,Germany,36,34,29,https://www.futbin.com/24/player/7447/carlotta-wamser,
Anna Wellmann,GK,69,FC Bayern München,Germany,15,23,17,https://www.futbin.com/24/player/7453/anna-wellmann,
Carlotta Wamser,ST,69,1. FC Köln,Germany,36,34,29,https://www.futbin.com/24/player/21069/carlotta-wamser,
Mara Alber,CM,68,TSG Hoffenheim,Germany,54,38,66,https://www.futbin.com/24/player/7502/mara-alber,
Alina Axtmann,RB,68,SC Freiburg,Germany,67,70,60,https://www.futbin.com/24/player/7547/alina-axtmann,
Paulina Bartz,RM,68,Leverkusen,Germany,41,28,32,https://www.futbin.com/24/player/7561/paulina-bartz,
Natalia Bidas,RM,68,1. FC Köln,Poland,37,27,22,https://www.futbin.com/24/player/7583/natalia-bidas,
Chiara D'Angelo,CDM,68,TSG Hoffenheim,Austria,64,70,68,https://www.futbin.com/24/player/7706/chiara-dangelo,
Gina Ebels,ST,68,MSV Duisburg,Germany,42,35,40,https://www.futbin.com/24/player/7749/gina-ebels,
Hannah Etzold,GK,68,SV Werder Bremen,Germany,16,19,15,https://www.futbin.com/24/player/7770/hannah-etzold,
Hannah Johann,GK,68,Frankfurt,Germany,11,12,11,https://www.futbin.com/24/player/7922/hannah-johann,
Weronika Kaczor,CM,68,1. FC Nürnberg,Poland,56,44,63,https://www.futbin.com/24/player/7933/weronika-kaczor,
Sophie Nachtigall,CM,68,Frankfurt,Germany,55,45,66,https://www.futbin.com/24/player/8111/sophie-nachtigall,
Livia Peng,GK,68,SV Werder Bremen,Switzerland,11,9,11,https://www.futbin.com/24/player/8172/livia-peng,
Jeleaugh Rosa,RB,68,MSV Duisburg,Curaçao,67,72,65,https://www.futbin.com/24/player/8275/jeleaugh-rosa,
Kim Sindermann,GK,68,SGS Essen,Germany,13,12,11,https://www.futbin.com/24/player/8346/kim-sindermann,
Madeleine Steck,CB,68,1. FC Nürnberg,Germany,68,71,71,https://www.futbin.com/24/player/8366/madeleine-steck,
Lina von Schrader,GK,68,TSG Hoffenheim,Germany,16,28,11,https://www.futbin.com/24/player/8462/lina-von-schrader,
Sandra Walbeck,LB,68,1. FC Köln,Germany,68,70,68,https://www.futbin.com/24/player/8465/sandra-walbeck,
Sandra Walbeck,LB,68,SGS Essen,Germany,68,70,68,https://www.futbin.com/24/player/19530/sandra-walbeck,
Lina von Schrader,GK,68,RB Leipzig,Germany,16,28,11,https://www.futbin.com/24/player/28476/lina-von-schrader,
Dilara Acikgöz,LB,67,Frankfurt,Germany,65,67,63,https://www.futbin.com/24/player/8506/dilara-acikgoz,
Ilayda Acikgöz,CM,67,Frankfurt,Germany,56,46,67,https://www.futbin.com/24/player/8507/ilayda-acikgoz,
Nele Bauereisen,LM,67,1. FC Nürnberg,Germany,56,38,68,https://www.futbin.com/24/player/8605/nele-bauereisen,
Vanessa Haim,CM,67,1. FC Nürnberg,Germany,52,39,64,https://www.futbin.com/24/player/8912/vanessa-haim,
Korina Janez,CAM,67,RB Leipzig,Slovenia,56,42,67,https://www.futbin.com/24/player/8965/korina-janez,
Emely Joester,CM,67,SGS Essen,Germany,50,29,66,https://www.futbin.com/24/player/8974/emely-joester,
Emma Kusch,ST,67,1. FC Nürnberg,Germany,38,27,23,https://www.futbin.com/24/player/9029/emma-kusch,
Julia Landenberger,CM,67,RB Leipzig,Germany,66,71,71,https://www.futbin.com/24/player/9043/julia-landenberger,
Elena Mühlemann,RM,67,1. FC Nürnberg,Switzerland,45,35,32,https://www.futbin.com/24/player/9172/elena-muhlemann,
Eva Van Deursen,CAM,67,Leverkusen,Netherlands,58,50,49,https://www.futbin.com/24/player/9483/eva-van-deursen,
Jella Veit,CB,67,Frankfurt,Germany,68,72,61,https://www.futbin.com/24/player/9489/jella-veit,
Vanessa Haim,CM,67,Leverkusen,Germany,52,39,64,https://www.futbin.com/24/player/29933/vanessa-haim,
Elze Huls,CB,66,SGS Essen,Netherlands,68,70,69,https://www.futbin.com/24/player/9977/elze-huls,
Mathilde Janzen,CM,66,TSG Hoffenheim,Germany,52,37,68,https://www.futbin.com/24/player/9999/mathilde-janzen,
Fenna Kalma,ST,66,VfL Wolfsburg,Netherlands,20,14,17,https://www.futbin.com/24/player/10034/fenna-kalma,
Janou Levels,LB,66,Leverkusen,Netherlands,61,63,65,https://www.futbin.com/24/player/10115/janou-levels,
Marleen Schimmer,CAM,66,1. FC Köln,Germany,37,32,28,https://www.futbin.com/24/player/10428/marleen-schimmer,
Lilith Schmidt,CM,66,1. FC Köln,Germany,56,46,70,https://www.futbin.com/24/player/10431/lilith-schmidt,
Gina Schüller,GK,66,RB Leipzig,Germany,12,10,13,https://www.futbin.com/24/player/10436/gina-schuller,
Sofie Zdebel,CDM,66,Leverkusen,Germany,61,67,60,https://www.futbin.com/24/player/10614/sofie-zdebel,
Mathilde Janzen,CM,66,SV Werder Bremen,Germany,52,37,68,https://www.futbin.com/24/player/21070/mathilde-janzen,
Marleen Schimmer,CAM,66,RB Leipzig,Germany,37,32,28,https://www.futbin.com/24/player/29935/marleen-schimmer,
Victoria Ezebinyuo,CB,65,SC Freiburg,Germany,67,70,60,https://www.futbin.com/24/player/10927/victoria-ezebinyuo,
Nadja Burkard,ST,64,1. FC Nürnberg,Germany,40,35,36,https://www.futbin.com/24/player/11818/nadja-burkard,
Annabel Schasching,CAM,64,SC Freiburg,Austria,44,39,26,https://www.futbin.com/24/player/12490/annabel-schasching,
Emilie Bernhardt,CB,63,SV Werder Bremen,Germany,67,72,66,https://www.futbin.com/24/player/12812/emilie-bernhardt,
Mia Eickmann,CM,62,Leverkusen,Germany,48,34,55,https://www.futbin.com/24/player/13918/mia-eickmann,
Marina Scholz,ST,62,1. FC Nürnberg,Germany,35,26,28,https://www.futbin.com/24/player/14328/marina-scholz,
Loreen Bender,ST,61,Leverkusen,Germany,47,30,58,https://www.futbin.com/24/player/14558/loreen-bender,
Jonna Brengel,CAM,60,Frankfurt,Germany,29,25,29,https://www.futbin.com/24/player/15229/jonna-brengel,
Laura Pucks,CB,60,SGS Essen,Germany,63,62,60,https://www.futbin.com/24/player/15570/laura-pucks,
Melina Walheim,LB,60,SGS Essen,Germany,58,63,58,https://www.futbin.com/24/player/15701/melina-walheim,
Zoe Werner,CM,60,RB Leipzig,Germany,49,38,62,https://www.futbin.com/24/player/15715/zoe-werner,
Mia Werner,ST,60,RB Leipzig,Germany,39,33,42,https://www.futbin.com/24/player/15716/mia-werner,
Anne Moll,GK,59,Leverkusen,Germany,11,7,7,https://www.futbin.com/24/player/16017/anne-moll,
Lily Reimöller,CB,59,SGS Essen,Germany,61,62,60,https://www.futbin.com/24/player/16069/lily-reimoller,
Kyra Spitzner,ST,59,RB Leipzig,Germany,40,31,46,https://www.futbin.com/24/player/16106/kyra-spitzner,
Chiara Hahn,CM,57,SV Werder Bremen,Germany,49,41,56,https://www.futbin.com/24/player/16655/chiara-hahn,
Chiara Hahn,CM,57,TSG Hoffenheim,Germany,49,41,56,https://www.futbin.com/24/player/28474/chiara-hahn,
Terrence Boyd,ST,72,SV Waldhof,United States,28,23,22,https://www.futbin.com/24/player/21387/terrence-boyd,
Kai Pröger,RM,71,Jahn Regensburg,Germany,38,37,41,https://www.futbin.com/24/player/28453/kai-proger,
Rouwen Hennings,ST,70,SV Sandhausen,Germany,39,38,36,https://www.futbin.com/24/player/5964/rouwen-hennings,
Noah Joel Sarenren Bazee,RM,70,Arminia Bielefeld,Nigeria,29,22,31,https://www.futbin.com/24/player/19221/noah-joel-sarenren-bazee,
Markus Pink,ST,70,SV Sandhausen,Austria,28,28,33,https://www.futbin.com/24/player/20968/markus-pink,
Daniel Ginczek,ST,70,MSV Duisburg,Germany,38,30,29,https://www.futbin.com/24/player/21080/daniel-ginczek,
Ahmet Arslan,CM,70,Dynamo Dresden,Germany,58,59,59,https://www.futbin.com/24/player/21989/ahmet-arslan,
Sebastian Vasiliadis,CDM,70,Saarbrücken,Greece,64,66,64,https://www.futbin.com/24/player/28421/sebastian-vasiliadis,
Julian Pollersbeck,GK,70,Jahn Regensburg,Germany,13,13,10,https://www.futbin.com/24/player/28455/julian-pollersbeck,
Ahmet Arslan,CM,70,Rot-Weiss Essen,Germany,58,59,59,https://www.futbin.com/24/player/29879/ahmet-arslan,
Dennis Diekmeier,RWB,69,SV Sandhausen,Germany,66,66,66,https://www.futbin.com/24/player/6741/dennis-diekmeier,
Lukas Fröde,CDM,69,FC Ingolstadt 04,Germany,70,70,70,https://www.futbin.com/24/player/6820/lukas-frode,
Martin Männel,GK,69,FC Erzgebirge Aue,Germany,15,15,17,https://www.futbin.com/24/player/7049/martin-mannel,
Philip Heise,LB,69,Dynamo Dresden,Germany,62,60,63,https://www.futbin.com/24/player/29026/philip-heise,
Marco Hiller,GK,68,1860 München,Germany,13,14,12,https://www.futbin.com/24/player/7885/marco-hiller,
Fabian Klos,ST,68,Arminia Bielefeld,Germany,39,45,29,https://www.futbin.com/24/player/7950/fabian-klos,
Tim Knipping,CB,68,SV Sandhausen,Germany,68,66,65,https://www.futbin.com/24/player/7952/tim-knipping,
Simon Lorenz,CB,68,FC Ingolstadt 04,Germany,68,64,68,https://www.futbin.com/24/player/8016/simon-lorenz,
Ryan Malone,CB,68,FC Ingolstadt 04,United States,67,66,58,https://www.futbin.com/24/player/8033/ryan-malone,
Richard Neudecker,CM,68,Saarbrücken,Germany,51,46,61,https://www.futbin.com/24/player/8123/richard-neudecker,
Marcel Seegert,CB,68,SV Waldhof,Germany,65,63,64,https://www.futbin.com/24/player/8326/marcel-seegert,
Sebastian Stolze,RM,68,SV Sandhausen,Germany,29,36,19,https://www.futbin.com/24/player/8371/sebastian-stolze,
Jesper Verlaat,CB,68,1860 München,Netherlands,67,64,65,https://www.futbin.com/24/player/8453/jesper-verlaat,
Brian Behrendt,CB,68,Hallescher FC,Germany,67,65,66,https://www.futbin.com/24/player/21065/brian-behrendt,
Sebastian Ernst,CM,68,Jahn Regensburg,Germany,58,53,62,https://www.futbin.com/24/player/28277/sebastian-ernst,
Mikkel Kirkeskov,LB,68,Preußen Münster,Denmark,62,60,61,https://www.futbin.com/24/player/28463/mikkel-kirkeskov,
Maximilian Thalhammer,CDM,68,SV Waldhof,Germany,64,59,66,https://www.futbin.com/24/player/28610/maximilian-thalhammer,
Tim Knipping,CB,68,Unterhaching,Germany,68,66,65,https://www.futbin.com/24/player/29906/tim-knipping,
Kelvin Arase,RM,67,SV Waldhof,Austria,31,31,34,https://www.futbin.com/24/player/8564/kelvin-arase,
Malik Batmaz,ST,67,Preußen Münster,Türkiye,23,21,19,https://www.futbin.com/24/player/8603/malik-batmaz,
Hanno Behrens,CM,67,VfB Lübeck,Germany,67,65,66,https://www.futbin.com/24/player/8610/hanno-behrens,
Kevin Broll,GK,67,Dynamo Dresden,Germany,13,11,18,https://www.futbin.com/24/player/8663/kevin-broll,
Marcel Costly,RWB,67,FC Ingolstadt 04,Germany,55,53,59,https://www.futbin.com/24/player/8735/marcel-costly,
Lucas Cueto,LW,67,Dynamo Dresden,Germany,35,38,31,https://www.futbin.com/24/player/8744/lucas-cueto,
Andreas Geipl,CDM,67,Jahn Regensburg,Germany,68,70,67,https://www.futbin.com/24/player/8870/andreas-geipl,
Leon Guwara,LWB,67,FC Ingolstadt 04,Gambia,62,60,66,https://www.futbin.com/24/player/8909/leon-guwara,
Niklas Hauptmann,CM,67,Dynamo Dresden,Germany,56,63,52,https://www.futbin.com/24/player/8924/niklas-hauptmann,
Bryan Henning,CM,67,Viktoria Köln,Germany,64,66,69,https://www.futbin.com/24/player/8927/bryan-henning,
Laurent Jans,RB,67,SV Waldhof,Luxembourg,64,66,65,https://www.futbin.com/24/player/8966/laurent-jans,
Niklas Kreuzer,RB,67,Hallescher FC,Germany,58,60,58,https://www.futbin.com/24/player/9020/niklas-kreuzer,
Marc Lorenz,LM,67,Preußen Münster,Germany,48,42,51,https://www.futbin.com/24/player/9074/marc-lorenz,
Alexander Mühling,CM,67,SV Sandhausen,Germany,53,49,54,https://www.futbin.com/24/player/9173/alexander-muhling,
Vincent Müller,GK,67,MSV Duisburg,Germany,12,9,11,https://www.futbin.com/24/player/9178/vincent-muller,
David Otto,ST,67,SV Sandhausen,Germany,27,29,20,https://www.futbin.com/24/player/9240/david-otto,
Torge Paetow,CB,67,SC Verl,Germany,68,67,64,https://www.futbin.com/24/player/9248/torge-paetow,
Kasim Rabihic,CF,67,Saarbrücken,Germany,29,26,28,https://www.futbin.com/24/player/9297/kasim-rabihic,
Calogero Rizzuto,LWB,67,Saarbrücken,Germany,58,59,58,https://www.futbin.com/24/player/9326/calogero-rizzuto,
Benedikt Saller,RB,67,Jahn Regensburg,Germany,63,62,63,https://www.futbin.com/24/player/9362/benedikt-saller,
Patrick Sontheimer,CM,67,Saarbrücken,Germany,61,64,64,https://www.futbin.com/24/player/9416/patrick-sontheimer,
Marvin Stefaniak,LM,67,FC Erzgebirge Aue,Germany,29,30,27,https://www.futbin.com/24/player/9429/marvin-stefaniak,
Pascal Testroet,ST,67,FC Ingolstadt 04,Germany,39,32,35,https://www.futbin.com/24/player/9446/pascal-testroet,
Bjarne Thoelke,CB,67,Saarbrücken,Germany,68,70,68,https://www.futbin.com/24/player/9448/bjarne-thoelke,
Boné Uaferro,CB,67,Saarbrücken,Germany,66,65,64,https://www.futbin.com/24/player/9470/bone-uaferro,
Albion Vrenezi,CAM,67,1860 München,Kosovo,20,21,18,https://www.futbin.com/24/player/9504/albion-vrenezi,
Fridolin Wagner,CDM,67,SV Waldhof,Germany,62,61,62,https://www.futbin.com/24/player/9508/fridolin-wagner,
Manuel Wintzheimer,ST,67,Arminia Bielefeld,Germany,27,23,21,https://www.futbin.com/24/player/9523/manuel-wintzheimer,
Luca Zander,RWB,67,SV Sandhausen,Germany,63,62,61,https://www.futbin.com/24/player/9535/luca-zander,
Manuel Zeitz,CB,67,Saarbrücken,Germany,66,68,66,https://www.futbin.com/24/player/9538/manuel-zeitz,
Patrick Greil,CAM,67,SV Sandhausen,Austria,51,42,59,https://www.futbin.com/24/player/21253/patrick-greil,
Phillip Menzel,GK,67,Saarbrücken,Germany,11,12,8,https://www.futbin.com/24/player/28269/phillip-menzel,
Christoph Daferner,ST,67,Dynamo Dresden,Germany,29,31,24,https://www.futbin.com/24/player/28422/christoph-daferner,
Thore Jacobsen,CDM,67,1860 München,Germany,63,66,67,https://www.futbin.com/24/player/28435/thore-jacobsen,
Christian Kühlwetter,ST,67,Jahn Regensburg,Germany,34,22,32,https://www.futbin.com/24/player/28458/christian-kuhlwetter,
Charalambos Makridis,LW,67,Preußen Münster,Germany,24,18,20,https://www.futbin.com/24/player/28464/charalambos-makridis,
Torge Paetow,CB,67,Preußen Münster,Germany,68,67,64,https://www.futbin.com/24/player/28466/torge-paetow,
Jan Hendrik Marx,RWB,67,Dynamo Dresden,Germany,56,54,59,https://www.futbin.com/24/player/28583/jan-hendrik-marx,
Maurice Multhaup,RW,67,Saarbrücken,Germany,53,50,58,https://www.futbin.com/24/player/28584/maurice-multhaup,
Albion Vrenezi,CAM,67,Viktoria Köln,Kosovo,20,21,18,https://www.futbin.com/24/player/28618/albion-vrenezi,
Etienne Amenyido,ST,67,Preußen Münster,Togo,38,43,33,https://www.futbin.com/24/player/29054/etienne-amenyido,
Felix Lohkemper,ST,67,SV Waldhof,Germany,31,31,28,https://www.futbin.com/24/player/29314/felix-lohkemper,
Manuel Wintzheimer,ST,67,Rot-Weiss Essen,Germany,27,23,21,https://www.futbin.com/24/player/29882/manuel-wintzheimer,
Bentley Baxter Bahn,CM,66,SV Waldhof,Germany,51,58,48,https://www.futbin.com/24/player/9617/bentley-baxter-bahn,
Florian Ballas,CB,66,Jahn Regensburg,Germany,64,64,60,https://www.futbin.com/24/player/9626/florian-ballas,
Marcel Bär,ST,66,FC Erzgebirge Aue,Germany,40,38,28,https://www.futbin.com/24/player/9630/marcel-bar,
Dominic Baumann,ST,66,Hallescher FC,Germany,29,29,27,https://www.futbin.com/24/player/9637/dominic-baumann,
Merveille Biankadi,RM,66,Arminia Bielefeld,Germany,54,48,48,https://www.futbin.com/24/player/9655/merveille-biankadi,
Mael Corboz,CM,66,SC Verl,United States,60,61,64,https://www.futbin.com/24/player/9743/mael-corboz,
Yannick Deichmann,CM,66,FC Ingolstadt 04,Germany,60,59,60,https://www.futbin.com/24/player/9774/deichmann,
Lars Dietz,CB,66,Viktoria Köln,Germany,65,64,66,https://www.futbin.com/24/player/9788/lars-dietz,
Maximilian Dittgen,ST,66,FC Ingolstadt 04,Germany,51,45,56,https://www.futbin.com/24/player/9790/maximilian-dittgen,
Konrad Faber,RB,66,Jahn Regensburg,Germany,59,61,52,https://www.futbin.com/24/player/9835/konrad-faber,
Marcel Gaus,LWB,66,Saarbrücken,Germany,59,56,60,https://www.futbin.com/24/player/9889/marcel-gaus,
Felix Gebhardt,GK,66,Jahn Regensburg,Germany,17,14,23,https://www.futbin.com/24/player/9890/felix-gebhardt,
Felix Götze,CM,66,Rot-Weiss Essen,Germany,65,64,66,https://www.futbin.com/24/player/9909/felix-gotze,
Julian Günther-Schmidt,CAM,66,Saarbrücken,Germany,39,38,33,https://www.futbin.com/24/player/9925/julian-gunther-schmidt,
Besar Halimi,CAM,66,Hallescher FC,Kosovo,53,54,59,https://www.futbin.com/24/player/9936/besar-halimi,
Simon Handle,LM,66,Viktoria Köln,Germany,56,56,54,https://www.futbin.com/24/player/9944/simon-handle,
Sebastian Jacob,ST,66,Saarbrücken,Germany,29,30,24,https://www.futbin.com/24/player/9993/sebastian-jacob,
Luca Kerber,CM,66,Saarbrücken,Germany,60,61,60,https://www.futbin.com/24/player/10050/luca-kerber,
Philipp Klewin,GK,66,VfB Lübeck,Germany,19,21,17,https://www.futbin.com/24/player/10073/philipp-klewin,
Patrick Koronkiewicz,RWB,66,Viktoria Köln,Germany,58,58,60,https://www.futbin.com/24/player/10080/patrick-koronkiewicz,
Stefan Kutschke,ST,66,Dynamo Dresden,Germany,39,28,20,https://www.futbin.com/24/player/10089/stefan-kutschke,
Fynn Lakenmacher,ST,66,1860 München,Germany,30,22,28,https://www.futbin.com/24/player/10093/fynn-lakenmacher,
Sebastian Mai,CB,66,MSV Duisburg,Germany,63,60,59,https://www.futbin.com/24/player/10150/sebastian-mai,
Luca Marseiler,LM,66,Viktoria Köln,Germany,35,39,39,https://www.futbin.com/24/player/10162/luca-marseiler,
Jonathan Meier,LB,66,Dynamo Dresden,Germany,60,61,59,https://www.futbin.com/24/player/10182/jonathan-meier,
Robin Meißner,ST,66,Dynamo Dresden,Germany,23,17,20,https://www.futbin.com/24/player/10184/robin-meiner,
Daniel Mikić,CB,66,SC Verl,Germany,68,70,66,https://www.futbin.com/24/player/10192/daniel-mikic,
Thomas Pledl,RM,66,MSV Duisburg,Germany,49,45,50,https://www.futbin.com/24/player/10331/thomas-pledl,
Tim Rieder,CDM,66,1860 München,Germany,65,64,67,https://www.futbin.com/24/player/10365/tim-rieder,
Vinko Sapina,CM,66,Rot-Weiss Essen,Germany,63,57,64,https://www.futbin.com/24/player/10417/vinko-sapina,
Raphael Schifferl,CB,66,Unterhaching,Austria,65,63,67,https://www.futbin.com/24/player/10427/raphael-schifferl,
